hour,weekday_name,distance_to_next_m,time_gap_hours
10,Tuesday,0.0,1.1169444444444445
11,Tuesday,0.0,1.2513888888888889
22,Wednesday,0.0,9.427222222222222
12,Thursday,0.0,1.4741666666666666
13,Thursday,0.0,1.708888888888889
15,Thursday,0.0,1.1833333333333333
17,Thursday,0.0,3.770277777777778
4,Friday,0.0,101.2786111111111
10,Tuesday,0.0,1.3008333333333333
12,Tuesday,0.0,1.0625
17,Tuesday,0.0,1.9322222222222223
17,Thursday,0.0,1.001111111111111
23,Thursday,0.0,8.9475
10,Monday,0.0,1.646388888888889
14,Monday,0.0,2.986666666666667
14,Tuesday,0.0,1.0183333333333333
13,Wednesday,0.0,1.7261111111111112
21,Wednesday,0.0,2.908888888888889
0,Thursday,0.0,9.076944444444445
20,Sunday,0.0,3.0380555555555557
11,Tuesday,0.0,1.0677777777777777
21,Tuesday,0.0,12.79138888888889
10,Thursday,0.0,1.6116666666666666
12,Thursday,0.0,2.0544444444444445
13,Monday,0.0,2.0922222222222224
15,Monday,0.0,1.3802777777777777
12,Tuesday,0.0,1.6513888888888888
18,Thursday,0.0,1.4502777777777778
21,Thursday,0.0,12.741666666666667
14,Friday,0.0,1.0786111111111112
14,Monday,0.0,1.4044444444444444
22,Monday,0.0,12.605
21,Wednesday,0.0,12.425833333333333
12,Monday,0.0,2.5405555555555557
14,Wednesday,0.0,1.0552777777777778
15,Wednesday,0.0,2.5141666666666667
17,Thursday,0.0,1.936388888888889
10,Friday,0.0,1.3466666666666667
13,Saturday,0.0,1.0458333333333334
18,Saturday,0.0,26.565277777777776
11,Monday,0.0,1.9025
14,Monday,0.0,1.9697222222222222
22,Monday,0.0,11.902222222222223
15,Tuesday,0.0,1.2530555555555556
17,Tuesday,0.0,2.372777777777778
20,Sunday,0.0,13.307222222222222
11,Monday,0.0,1.4658333333333333
10,Tuesday,0.0,3.506388888888889
20,Tuesday,0.0,11.217777777777778
12,Friday,0.0,1.1488888888888888
9,Monday,0.0,1.623888888888889
13,Monday,0.0,2.6475
15,Monday,0.0,2.2519444444444443
19,Monday,0.0,1.7944444444444445
14,Tuesday,0.0,1.0355555555555556
21,Thursday,0.0,14.12
17,Friday,0.0,3.3297222222222222
20,Friday,0.0,13.215277777777779
12,Saturday,0.0,1.3141666666666667
14,Saturday,0.0,2.289722222222222
16,Saturday,0.0,1.7283333333333333
20,Saturday,0.0,16.678333333333335
16,Monday,0.0,2.359722222222222
15,Wednesday,0.0,1.7838888888888889
15,Sunday,0.0,3.418888888888889
18,Sunday,0.0,17.185555555555556
22,Monday,0.0,11.823888888888888
13,Tuesday,0.0,3.4658333333333333
17,Tuesday,0.0,2.8866666666666667
9,Wednesday,0.0,1.1169444444444445
22,Thursday,0.0,14.711666666666666
17,Monday,0.0,1.9119444444444444
17,Tuesday,0.0,4.884444444444444
11,Wednesday,0.0,1.7558333333333334
0,Thursday,0.0,10.52111111111111
11,Thursday,0.0,2.0233333333333334
14,Thursday,0.0,1.5208333333333333
9,Friday,0.0,2.667222222222222
12,Monday,0.0,1.8830555555555555
12,Tuesday,0.0,3.316666666666667
16,Tuesday,0.0,2.4594444444444443
11,Wednesday,0.0,3.151666666666667
23,Wednesday,0.0,8.915277777777778
10,Thursday,0.0,1.8652777777777778
20,Thursday,0.0,13.83611111111111
14,Friday,0.0,1.1447222222222222
13,Saturday,0.0,5.035833333333334
18,Saturday,0.0,20.14388888888889
21,Sunday,0.0,14.188333333333333
17,Tuesday,0.0,1.8855555555555557
21,Sunday,0.0,12.032777777777778
22,Monday,0.0,1.7075
0,Tuesday,0.0,9.06638888888889
15,Tuesday,0.0,1.5216666666666667
21,Tuesday,0.0,2.1305555555555555
23,Tuesday,0.0,8.755277777777778
15,Thursday,0.0,4.276666666666666
18,Friday,0.0,1.426388888888889
16,Sunday,0.0,1.385
18,Sunday,0.0,1.3541666666666667
19,Sunday,0.0,2.399722222222222
22,Sunday,0.0,14.660277777777777
13,Monday,0.0,1.8541666666666667
12,Wednesday,0.0,1.3227777777777778
11,Thursday,0.0,4.5008333333333335
13,Friday,0.0,2.9475
15,Sunday,0.0,1.2180555555555554
12,Tuesday,0.0,1.3486111111111112
