date,weekday_name,point_count,distance_to_next_m,speed_kmh,inactive_count,total_distance_km
2011-02-05,Saturday,1,176262.13497231918,13.018684185805565,0,176.2621349723192
2011-02-06,Sunday,7,52019.91467621362,23.628133909569925,0,52.019914676213624
2011-02-07,Monday,17,197865.53061059423,27.82362940424942,3,197.86553061059422
2011-02-08,Tuesday,24,71836.10884277849,18.17743729830727,1,71.83610884277849
2011-02-09,Wednesday,156,43378.92313024582,10.213722561392796,1,43.37892313024582
2011-02-10,Thursday,15,341475.46887668106,16.25651601582257,4,341.4754688766811
2011-02-11,Friday,10,21088.65067257062,30.330028598729733,0,21.08865067257062
2011-02-12,Saturday,4,26253.890116992556,22.208314716793264,0,26.253890116992554
2011-02-13,Sunday,31,9083.264831565173,15.94394931709764,1,9.083264831565174
2011-02-14,Monday,19,44059.65820260532,56.012787303430635,4,44.05965820260532
2011-02-15,Tuesday,16,46251.344744604845,26.410066935436095,2,46.25134474460484
2011-02-16,Wednesday,27,52666.60986564281,10.979339146410142,1,52.666609865642805
2011-02-17,Thursday,16,35018.083814360994,9.586956781935433,2,35.01808381436099
2011-02-18,Friday,66,54816.363019611585,39.083500759713644,0,54.816363019611586
2011-02-19,Saturday,7,14514.526560307704,0.6770615739451517,1,14.514526560307704
2011-02-20,Sunday,17,23906.352914663137,53.583236084340584,0,23.906352914663138
2011-02-21,Monday,35,45769.4300436964,50.53265177518267,2,45.769430043696396
2011-02-22,Tuesday,25,77152.9718997076,24.117416840877695,3,77.1529718997076
2011-02-23,Wednesday,49,66060.72114287232,86.95043475559473,3,66.06072114287232
2011-02-24,Thursday,3,1513.8774719275289,0.025945884089764407,2,1.5138774719275288
2011-02-25,Friday,9,32433.75603983176,27.623012341731922,1,32.433756039831756
2011-02-26,Saturday,4,27999.495905376763,7.582462017402499,0,27.999495905376765
2011-02-27,Sunday,4,3027.7549438550577,0.3124743812774115,2,3.0277549438550575
2011-02-28,Monday,20,33810.22616530896,13.462601785041329,1,33.81022616530896
2011-03-01,Tuesday,22,47639.215563678605,42.5439494320714,2,47.639215563678604
2011-03-02,Wednesday,3,325488.8493881147,18.91581507197554,0,325.4888493881147
2011-03-03,Thursday,1,12430.522756503693,0.6347681058102825,0,12.430522756503693
2011-03-04,Friday,5,338786.49962231796,46.581891161026576,0,338.786499622318
2011-03-05,Saturday,4,46952.745026819946,20.07855600892789,0,46.95274502681995
2011-03-06,Sunday,3,0.0,0.0,2,0.0
2011-03-07,Monday,25,212488.80909463408,35.49389323540858,0,212.4888090946341
